UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Polres Karangasem,@reskarangasem,2024-02-16T07:43:50.000Z,"Personil Polres Karangasem Iptu I Putu Agustina S.H., melaksanakan Diskusi dengan Tokoh masyarakat Sekda Karangasem I Ketut Sedana Merta, S.T., M.T., mengajak Bersama sama menjaga situasi Kamtibmas Daerah Hukum Kabupaten Karangasem pasca Pemilu 2024.",,,
Polda Kaltim,@Poldakaltim,2024-02-16T07:43:50.000Z,"http://Tribratanews.kaltim.polri.go.id, Balikpapan – Polda Kaltim bersama Komnas HAM lakukan koordinasi pemantauan penyelenggaraan Pemilu serentak 2024 di ruang kerja Wakapolda, Jumat (16/2/2024).",,,
Humas Sek Mojoroto,@PolsekMojoroto8,2024-02-16T07:43:05.000Z,"Kepala Kepolisian Resor Kediri Kota beserta Staf  dan jajaran mengucapkan ""Terimakasih Warga Kota Kediri"" Atas Dukungan Dan Kerjasamanya Dalam Mewujudkan Situasi Kamtibmas Yang Kondusif Diwilayah Hukum Polres Kediri Kota Sehingga Proses Pemungutan Suara Pemilu 2024",,,
REPUBLIK MERDEKA | RMOL.ID,@rmol_id,2024-02-16T07:43:05.000Z,"Aktivis '98 Minta Timses Capres Tak Asal Tuduh Main Curang 
#Aktivis98 #Aktivis1998 #Capres #Cawapres #Pemilu2024 #Pilpres2024 #RMOL",,,
Yuliani Nursakinah,@nursakinahyulii,2024-02-16T07:42:59.000Z,"Yuk mari cek bersama-sama (samakan data c1 hasil yang diunggah dengan hasil di siRekap = jika sama maka tidak ada kecurangan) 

https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3601/360120/3601202004…

#Pemilu2024 #kawalpemilu",,,
Torang,@toranggo_,2024-02-16T07:42:40.000Z,"#KPUGagalJurdil

PEMILU 2 PUTARAN

#Pemilu2024
#Pilpres2024
KPU Bawaslu KPPS (( siRekap ))
RIP Demokrasi Indonesia",,,
Polsek Na IX-X,@polsek_naixx,2024-02-16T07:42:13.000Z,"Pastikan Logistik Pemilu 2024 Aman, Personil Polsek NA IX-X Laksanakan Pengamanan Di Kantor PPK Kec. Na IX-X
.
@divisihumaspolri
@poldasumaterautara
@panjinugraha93
@humaspolreslabuhanbatu",,,
Bangsa Indonesia,@Bangsaindo_,2024-02-16T07:42:08.000Z,"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif",,,1
Lapas Lubuklinggau,@LPLubuklinggau,2024-02-16T07:41:39.000Z,"Kalapas Kelas IIA Lubuklinggau Melaksanakan Pemilihan Umum (Pemilu) Tahun 2024 Bersama Warga Binaan.
@kumhamsumsel
#Ilhamdjaya
@LPlubuklinggau
#HamdiHasibuan",1,,
Mother and Beyond,@motherandbeyond,2024-02-16T07:41:36.000Z,"Anti Golput, Ini Potret Para Artis yang Nyoblos di Pemilu 2024 http://dlvr.it/T2qFVS",,,
Minang088,@Minang_in,2024-02-16T07:41:34.000Z,"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif",,,1
Minang088,@Minang_in,2024-02-16T07:41:30.000Z,"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif",,,1
Minang088,@Minang_in,2024-02-16T07:41:27.000Z,"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif",,,1
Tristan Septian,@TSeptian69605,2024-02-16T07:40:40.000Z,Sama tuh dengan pemilu busuk 2024,,,
-RP-,@deppatory,2024-02-16T07:40:34.000Z,"Mantap bener orang pinter... kepinteran2 ""kaum pinter"" inilah yang membuat orang ""bodoh"" mampu mengangkangi kepinteran kalian di Pemilu 2024.",,,
Official NusantaraTv,@officialntv_,2024-02-16T07:40:34.000Z,"Update real count #Pemilu2024 data KPU!

#PemiluSerentak2024 #NusantaraMemilih #AniesImin #PrabowoGibran #GanjarMahfud #Pilpres2024 #RealCountKPU #NTVNews",,,
RiauOnline,@red_riauonline,2024-02-16T07:40:30.000Z,"Rekapitulasi Suara, Kotak Suara Pemilu 2024 Dikirim Ke Tingkat Kecamatan
#Riauonline #Riauonlinecoid #Pekanbaru #riau #RekapitulasiSuara #Pemilu2024 #TingkatKecamatan #Pemilu2024",,,
RateCaptain,@RateCaptain,2024-02-16T07:40:24.000Z,"Commercio Partners Investment Analyst, Dr. Ubah, Urges Adoption of E-Naira https://ratecaptain.com/commercio-partners-investment-analyst-dr-ubah-urges-adoption-of-e-naira/… 

#Pemilu2024 #OTDirecto15F #ISPR #UFC298 #yrkkh #TheTraitorsUS #ReadySetLove #ElSed #WhatsWrongWithSecretaryKimPH #Quotidien",1,,
たか,@uTBNgTm4iu9G3Qz,2024-02-16T07:40:16.000Z,"拡散！皆さん参加お願いします！！
#PayPay
#PayPay倍増
#ドッカンバトル
#LGBT
#バウンティ
#原神
#競輪
#競艇
#呪術廻戦ファントムパレード ",,,
